Date,score_raw,bubble_prob,bubble_prob_smooth
2017-05-09,0.06361392261574375,0.0,0.0
2017-05-16,0.06668461582624861,0.0,0.0
2017-05-23,0.05317860085953611,0.0,0.0
2017-05-30,0.07037313484430514,0.0,0.0
2017-06-06,0.0464759248043397,0.0,0.0
2017-06-13,0.04060097548881219,0.0,0.0
2017-06-20,0.033727362051213884,0.0,0.0
2017-06-28,0.03959135029081659,0.0,0.0
2017-07-05,0.033709777548539814,0.0,0.0
2017-07-12,0.05350493399143107,0.0,0.0
2017-07-19,0.03428177052905134,0.0,0.0
2017-07-26,0.04868690799778921,0.0,0.0
2017-08-02,0.04880435593431875,0.0,0.0
2017-08-09,0.048903179424116316,0.0,0.0
2017-08-17,0.02450214114913088,0.0,0.0
2017-08-24,0.03979782237299739,0.0,0.0
2017-09-01,0.03600904239615048,0.0,0.0
2017-09-08,0.03607305689603392,0.0,0.0
2017-09-15,0.02451999157998886,0.0,0.0
2017-09-22,0.04883371998942599,0.0,0.0
2017-09-29,0.04600569781328591,0.0,0.0
2017-10-09,0.04921393011683645,0.0,0.0
2017-10-16,0.040891670336436974,0.0,0.0
2017-10-24,0.040892733237849734,0.0,0.0
2017-10-31,0.04680783268625017,0.0,0.0
2017-11-07,0.06866364815862537,0.0,0.0
2017-11-14,0.046860376126969,0.0,0.0
2017-11-21,0.07575753496710354,0.0,0.0
2017-11-28,0.04466779311037492,0.0,0.0
2017-12-05,0.04894477939449418,0.0,0.0
2017-12-12,0.03650881191009173,0.0,0.0
2017-12-19,0.04304172470602529,0.0,0.0
2017-12-27,0.07589822553941343,0.0,0.0
2018-01-03,0.06359817928671967,0.0,0.0
2018-01-10,0.030413561035370202,0.0,0.0
2018-01-17,0.030298396882962736,0.0,0.0
2018-01-24,0.04111832336269338,0.0,0.0
2018-02-01,0.041697418325567594,0.0,0.0
2018-02-08,0.027809301143806014,0.0,0.0
2018-02-16,0.02098337620868201,0.0,0.0
2018-02-23,0.02781603638251305,0.0,0.0
2018-03-05,0.03478989914797513,0.0,0.0
2018-03-12,0.020986432509955525,0.0,0.0
2018-03-19,0.022279542568727953,0.0,0.0
2018-03-26,0.026735737779046736,0.0,0.0
2018-04-04,0.02227921892559891,0.0,0.0
2018-04-11,0.0275992137278638,0.0,0.0
2018-04-18,0.02703031276001771,0.0,0.0
2018-04-25,0.03017690504277826,0.0,0.0
2018-05-03,0.02451720505531904,0.0,0.0
2018-05-10,0.024500896013051898,0.0,0.0
2018-05-17,0.04113379449602495,0.0,0.0
2018-05-24,0.030432421668479277,0.0,0.0
2018-05-31,0.04287495532289166,0.0,0.0
2018-06-07,0.03776306188670297,0.0,0.0
2018-06-14,0.02964814555236567,0.0,0.0
2018-06-21,0.02860900787033694,0.0,0.0
2018-06-28,0.03816860261733576,0.0,0.0
2018-07-05,0.029700323990134194,0.0,0.0
2018-07-12,0.04173038391486444,0.0,0.0
2018-07-19,0.04177411149436395,0.0,0.0
2018-07-26,0.04442789789456832,0.0,0.0
2018-08-02,0.0343415916919304,0.0,0.0
2018-08-09,0.016232048895422943,0.0,0.0
2018-08-17,0.016244608003545,0.0,0.0
2018-08-27,0.01702827629610216,0.0,0.0
2018-09-03,0.03568831372875555,0.0,0.0
2018-09-10,0.035737426187749693,0.0,0.0
2018-09-18,0.05431230806953229,0.0,0.0
2018-09-26,0.07054082343417993,0.0,0.0
2018-10-04,0.06379505399409106,0.0,0.0
2018-10-11,0.07210264654985131,0.0,0.0
2018-10-19,0.06371673835003765,0.0,0.0
2018-10-26,0.0734411604810817,0.0,0.0
2018-11-02,0.04926022084246803,0.0,0.0
2018-11-12,0.07635782483667301,0.0,0.0
2018-11-19,0.04893802748141,0.0,0.0
2018-11-27,0.04906648248513896,0.0,0.0
