Date,score_raw,bubble_prob,bubble_prob_smooth
2019-01-08,0.3394592177003074,0.0,0.0
2019-01-22,0.14165010256554766,0.0,0.0
2019-02-05,0.14192586629888648,0.0,0.0
2019-02-20,0.29119802080828644,0.0,0.0
2019-03-07,0.19040888621342594,0.0,0.0
2019-03-22,0.17161475376260568,0.0,0.0
2019-04-08,0.21476364975891224,0.0,0.0
2019-04-24,0.1634321243757269,0.0,0.0
2019-05-10,0.2147479610240023,0.0,0.0
2019-05-24,0.10359391821981874,0.0,0.0
2019-06-10,0.10418651580472436,0.0,0.0
2019-06-24,0.18918025628444293,0.0,0.0
2019-07-08,0.32675102204801304,0.0,0.0
2019-07-22,0.3263022146763617,0.0,0.0
2019-08-05,0.29658567843347866,0.0,0.0
2019-08-21,0.5579370966442624,0.0,0.0
2019-09-05,0.3061627474031071,0.0,0.0
2019-09-20,0.3013562287643914,0.0,0.0
2019-10-07,0.4518448469167626,0.0,0.0
2019-10-23,0.38593862447735267,0.0,0.0
2019-11-06,0.18243179901480766,0.0,0.0
2019-11-21,0.27421691036080653,0.0,0.0
2019-12-05,0.17749993464760516,0.0,0.0
2019-12-19,0.30259145572923585,0.0,0.0
2020-01-03,0.25600178398846224,0.0,0.0
2020-01-17,0.25013515957846516,0.0,0.0
2020-01-31,0.29724204702295276,0.0,0.0
2020-02-14,0.41551681425132475,0.0,0.0
2020-03-02,0.45114884505754926,0.0,0.0
2020-03-17,0.9332074948915579,0.591836734693877,0.1183673469387754
2020-03-31,1.9993567199411437,1.0,0.31836734693877544
2020-04-20,1.0448034381586657,0.7959183673469385,0.4775510204081631
2020-05-05,0.7321898965026712,0.1836734693877551,0.5142857142857141
2020-05-19,0.4789346748768643,0.0,0.5142857142857141
2020-06-03,0.2653503626489259,0.0,0.39591836734693875
2020-06-17,0.4870153424127965,0.0,0.19591836734693874
2020-07-01,0.2738031113701504,0.0,0.036734693877551045
2020-07-15,0.32965402448637365,0.0,0.0
2020-07-29,0.6021920391782015,0.0,0.0
2020-08-12,0.34581300910269475,0.0,0.0
2020-08-26,0.27110309004673816,0.0,0.0
2020-09-09,0.26806665484528397,0.0,0.0
2020-09-23,0.28083892098910285,0.0,0.0
2020-10-08,0.3028629669843478,0.0,0.0
2020-10-22,0.3159105855965859,0.0,0.0
2020-11-05,0.2764177703091385,0.0,0.0
2020-11-19,0.3226781607372663,0.0,0.0
2020-12-04,0.5200567039729324,0.0,0.0
2020-12-18,0.8197613990225676,0.38775510204081665,0.07755102040816335
