Date,anomaly_score,anomaly_score_norm,bubble_prob
2015-01-12,0.09040084466484455,0.6752819254451138,0.023011905933766952
2015-01-19,0.08604509978251729,0.6578022119314415,0.014632255432315685
2015-01-27,0.13072747338705448,0.8371136984436814,0.011077685326570686
2015-02-03,0.04605131545734131,0.4973061518504026,0.015740675510116642
2015-02-10,0.0694601248367438,0.5912462912989502,0.007692625047430057
2015-02-18,0.08546778538406175,0.6554854347635993,0.00534149386384061
2015-02-25,0.07407076754117736,0.609748916169014,0.005696353247027077
2015-03-04,0.12264213945194158,0.8046670504727299,0.004194873137246166
2015-03-12,0.12536642560415323,0.8155996791634353,0.004295335464203152
2015-03-19,0.04064397071229231,0.4756063416993047,0.00734888369793098
2015-03-26,0.044814760766704764,0.49234382684739053,0.009894081195965312
2015-04-06,0.037647307592464485,0.46358065740266363,0.007703574726201137
2015-04-13,0.021893671620429878,0.4003609209329927,0.013114886331430802
2015-04-21,0.0007806504993433938,0.3156338373744345,0.01986384320066813
2015-04-28,-0.0019035265744966057,0.3048621674217118,0.015379683069480017
2015-05-06,-0.017516054517895785,0.24220870101184944,0.0189988433803218
2015-05-13,-0.017057223449038372,0.24405000160485257,0.016823760181582444
2015-05-20,0.0015621863628229038,0.31877016040604955,0.014465723561929792
2015-05-27,-0.00562013524697591,0.28994732355632513,0.03002884791071374
2015-06-03,-0.050833565670095116,0.1085046927050402,0.04480198867459141
2015-06-10,-0.05998732331316542,0.07177043358356319,0.042860672890324664
2015-06-17,-0.02168224843334665,0.22548966028474968,0.0543532324728051
2015-06-24,-0.05138351400627972,0.10629773623180172,0.03723810299107016
2015-07-01,-0.04585852053859385,0.12846967365905984,0.03370635384637384
2015-07-08,-0.06773821142571074,0.040665925090992344,0.04171088129974249
2015-07-15,-0.060405143826049,0.0700937093807815,0.04863669208147147
2015-07-22,-0.04614278834868646,0.12732889980388332,0.034318643054989245
2015-07-29,-0.07123325933553543,0.026640210125874093,0.039471844663805974
2015-08-05,-0.06494148197113686,0.05188927057193352,0.03569358632460312
2015-08-12,-0.0356087991957979,0.16960206260910315,0.04219326584447075
2015-08-19,-0.005196785318542951,0.2916462374424589,0.03624406795797552
2015-08-26,0.004178892768981535,0.32927106887629165,0.07084051224010526
2015-09-02,0.0349134096903837,0.4526094565185409,0.08513707862869972
2015-09-09,-0.04273605524738705,0.1410002052262618,0.07417420645702448
2015-09-16,-0.07078287335199462,0.028447620379584915,0.06708998532865866
2015-09-24,-0.04874480535516329,0.1168869402631728,0.058683980946851934
2015-10-05,-0.06725788786963949,0.04259347557450639,0.05204439886458372
2015-10-12,-0.018085679901053975,0.23992278005533993,0.049834458502034336
2015-10-19,-0.03550100357291097,0.1700346491487181,0.042104597958444505
2015-10-27,-0.06034824006544237,0.07032206560001053,0.051992607919177605
2015-11-03,-0.055362780374189624,0.09032884044365064,0.057518171489456496
2015-11-10,-0.07386245291183458,0.016089190328511294,0.07685005880305258
2015-11-19,-0.07428043993593808,0.014411797912025695,0.08687337321885842
2015-11-27,-0.06521336780964476,0.05079818587943347,0.0703413152158665
2015-12-04,-0.07787169530470256,0.0,0.08258254773388501
2015-12-11,-0.03462880099576615,0.1735348199774174,0.13471833403697878
2015-12-18,-0.0653828846670747,0.05011791047679552,0.0926740369410569
2015-12-28,-0.07126875623890178,0.026497760161923314,0.09258319426468438
2016-01-04,-0.058065765073583075,0.0794816950176327,0.1110443003908996
2016-01-11,-0.04582677586550299,0.1285970658287585,0.13939883730558258
2016-01-18,0.003476907695405873,0.3264539851607686,0.14424187954895737
2016-01-25,-0.020385319267607727,0.23069426957135464,0.15165866510916942
2016-02-02,-0.01918332840332687,0.23551788907187388,0.15515437749201774
2016-02-09,-0.05862284185308769,0.07724613192247339,0.13841533631773567
2016-02-16,-0.0650260903987061,0.0515497348289764,0.12518931336056227
2016-02-23,-0.01985385594905692,0.23282704520497488,0.15521696142982475
2016-03-01,-0.06619969557078703,0.046840027823551886,0.1328725125025909
2016-03-09,-0.016298397272673237,0.24709519009221206,0.15112570546393445
2016-03-16,-0.056844339820309064,0.08438330520885837,0.11801122177917686
2016-03-23,-0.05297156120539537,0.09992486297208501,0.12485434881685537
2016-04-01,-0.06478432646600557,0.05251993955760737,0.0994846997387095
2016-04-08,-0.06048286466345665,0.06978181370997662,0.12224971834034039
2016-04-20,-0.05174628953020205,0.10484190895099306,0.11363522769937817
2016-04-27,-0.042139821642635744,0.14339290564371795,0.0823882260564434
2016-05-04,-0.056672296557539026,0.0850737191395225,0.09319358489543265
2016-05-11,-0.029629177724796008,0.1935984336218772,0.11115654391514311
2016-05-18,-0.035656862763747466,0.16940918230483834,0.09213003961227866
2016-05-25,-0.023239129306966477,0.21924185827131998,0.11097298930633225
2016-06-01,-0.008036039279813723,0.28025224004905425,0.11137564579252313
2016-06-08,-0.013034776250012203,0.2601921831518315,0.10029632690417953
2016-06-15,-0.0038721823478686246,0.29696190240270226,0.08774290254035716
2016-06-22,0.005470451251393449,0.334454125475936,0.08387725948771965
2016-06-29,0.022899603792471246,0.4043977519817557,0.11263961946478117
2016-07-07,0.031906697876095014,0.4405434465588714,0.09682058260181317
2016-07-14,0.07092458350593378,0.5971232006868061,0.10223932867774121
2016-07-21,0.04802911792619369,0.5052431227878974,0.07853939046835573
2016-07-28,0.06402469001894617,0.5694337549810338,0.07116275819970311
2016-08-04,0.06464062325426478,0.5719055105102893,0.06548450214805289
2016-08-11,0.07249957126831486,0.6034436660992,0.08608360226012823
2016-08-19,0.10411618678942558,0.7303219375570227,0.06077605918827563
2016-08-26,0.09578352684944036,0.696882764122243,0.05644754226926527
2016-09-02,0.11429271827234777,0.7711606137628028,0.023463954192638997
2016-09-12,0.03381492580838974,0.44820121313529165,0.029019849888927526
2016-09-20,0.026446633839597444,0.4186320725682788,0.03509406256508276
2016-09-27,0.044904000794886656,0.4927019493198293,0.03960100649264729
2016-10-04,0.05216010305089025,0.5218208697541883,0.039324766990286975
2016-10-13,0.03459700816161915,0.45133972924398635,0.038288788404724355
2016-10-20,0.0475994181703665,0.5035187268850913,0.03344469990457769
2016-10-27,0.026076061281048335,0.41714495559185794,0.049769007677453014
2016-11-04,-0.0050362300747904265,0.2922905496645311,0.04678680493274402
2016-11-11,-0.0020297815057723767,0.30435550321432375,0.05152101197807227
2016-11-21,-0.01939528737086338,0.2346672924163571,0.06063908897298259
2016-11-28,-0.019239720260070536,0.23529158713569237,0.043460326747764816
2016-12-05,-0.026053108837084116,0.2079492878043569,0.04554712223563307
2016-12-12,-0.0237656517560077,0.21712891047102542,0.04429330560394262
2016-12-19,-0.008610262546573877,0.2779478676702731,0.034338547863725206
2016-12-26,-0.016203279959110584,0.2474768982583655,0.04519011082790119
2017-01-02,-0.015767132806705275,0.24922716772542744,0.039297471915878714
2017-01-09,-0.01060750488065193,0.2699328840658133,0.029567139523105412
2017-01-16,-0.010429511346053078,0.2706471765866396,0.018628036450450452
2017-01-23,0.02309380694579677,0.4051770941092882,0.01269410329263068
2017-01-31,0.01565089343994297,0.37530849544153183,0.013529471701661366
2017-02-07,-0.0027144658601728766,0.3016078477189863,0.022837299183971642
2017-02-14,0.010579028665257617,0.3549549748298706,0.01898031789752303
2017-02-21,0.0035399891549356965,0.32670713264079654,0.01691667034275501
2017-03-01,0.026769509044239137,0.41992777886657545,0.012391912336073372
2017-03-08,0.04415581212507713,0.4896994494132098,0.009583383489025758
2017-03-16,0.015631342880682464,0.37523003855662745,0.012799161336636458
2017-03-23,0.009864140727544268,0.352086111596785,0.017156557151504288
2017-03-30,0.010520873693888655,0.35472159747045506,0.017469101695390878
2017-04-07,0.005861151726901603,0.33602201628819345,0.020156839758739824
2017-04-17,0.017319071723617574,0.38200293675435315,0.014932645780998042
2017-04-24,-0.0040275388945333335,0.296338452682497,0.022120222783416927
2017-05-02,0.013854342480930315,0.36809889136125895,0.020148490680610354
2017-05-09,-0.0014711014386819543,0.306597500342797,0.02312513121043516
2017-05-16,-0.039845275226601584,0.15260097798946817,0.031101576828208684
2017-05-23,-0.05913548602426011,0.07518887799952094,0.039439875449883095
2017-05-30,-0.056363013055494626,0.08631488159423285,0.035719768357926125
2017-06-06,-0.042671300426271985,0.1412600679483218,0.03986341733967039
2017-06-13,-0.04106800404033123,0.14769413657742314,0.04568927450063548
2017-06-20,-0.04837685769442146,0.11836352345882513,0.048826412035244904
2017-06-28,-0.04789509292620309,0.12029685756285065,0.04896492679640681
2017-07-05,-0.04014419757922233,0.15140139508739245,0.04296713141852764
2017-07-12,-0.03739938637964607,0.16241639130821736,0.05127416494677043
2017-07-19,-0.02860994244630105,0.19768865037066,0.049706661792614605
2017-07-26,-0.0023803384941311068,0.30294870922333766,0.042251468679947786
2017-08-02,0.01981626797808267,0.39202424798692087,0.04189033867917321
2017-08-09,-0.004369175381219448,0.29496745688856973,0.05287720887160615
2017-08-17,-0.009746527699651397,0.27338800709810107,0.05924289194179676
2017-08-24,-0.01467685767373933,0.253602469192841,0.07226040464779586
2017-09-01,-0.009421752808040418,0.27469133688787534,0.07321465935961609
2017-09-08,-0.00893923457100837,0.2766276946811573,0.07753715274010353
2017-09-15,0.004361892249966637,0.3300054503855827,0.054288473625666765
2017-09-22,-0.021777685769583444,0.22510666785957445,0.03937260324159367
2017-09-29,-0.020178844818834696,0.2315228567154478,0.05189912288448414
2017-10-09,-0.0052733753198353495,0.2913388798453611,0.05075956910491583
2017-10-16,-0.008867932707250559,0.27691383084963084,0.05308767127372997
2017-10-24,-0.023441101538284104,0.21843133863885175,0.062469695296542595
2017-10-31,-0.03861869546801883,0.15752327333984242,0.07939119971859969
2017-11-07,-0.0476848859623063,0.12114042338379732,0.06309355115876607
2017-11-14,-0.04111495106507945,0.14750573698904326,0.08520531713408357
2017-11-21,-0.052839440094226475,0.10045506830658715,0.05544041108974181
2017-11-28,-0.055376010469342596,0.09027574773981234,0.050481904432531435
2017-12-05,-0.055934578682498515,0.08803419948398505,0.04984505299080607
2017-12-12,-0.06325065446371836,0.05867460378798744,0.06132786503426121
2017-12-19,-0.05986771760500048,0.07225041429175517,0.050752503148748615
2017-12-27,-0.034437599354274984,0.17430211696264022,0.04004686169720048
2018-01-03,-0.043948969773440816,0.13613274879693493,0.04266780550421826
2018-01-10,-0.04385633972003655,0.13650447552565867,0.043513505383918884
2018-01-17,-0.0431793399588265,0.1392212925556895,0.05192481592120892
2018-01-24,-0.02622069106675784,0.2072767761114512,0.04880267443239433
2018-02-01,-0.03128888081829112,0.1869380034599184,0.05470773623020208
2018-02-08,-0.048504701481793366,0.11785048313205333,0.0669940171487575
2018-02-16,-0.05982972795423641,0.07240286771356476,0.0916509213048571
2018-02-23,-0.05614166686138383,0.08720314942555063,0.07788114251706102
2018-03-05,-0.06274813641285226,0.06069122133605081,0.08907237810655881
2018-03-12,-0.06724264444100103,0.042654647836143526,0.08862172914397745
2018-03-19,-0.05745904202411223,0.08191648983996527,0.11050897350074983
2018-03-26,-0.061930585570794394,0.06397207338044274,0.09821537584232579
2018-04-04,-0.05631011223575033,0.08652717391133354,0.1119758813700231
2018-04-11,-0.052220202148460126,0.10294008572179615,0.11036359044636876
2018-04-18,-0.05293828232677317,0.10005841194707951,0.1243816879624962
2018-04-25,-0.05252203333028993,0.10172882961511177,0.09528361145965887
2018-05-03,-0.055345639361447985,0.09039762775791087,0.09650626847576682
2018-05-10,-0.0544597248966493,0.0939528247358444,0.09860782112677795
2018-05-17,-0.04485102432377158,0.1325127812507499,0.06956914967557078
2018-05-24,-0.052650394273465184,0.1012137139291239,0.06572498303916734
2018-05-31,-0.04501364439162503,0.131860182837747,0.06398019385804825
2018-06-07,-0.05142133231720991,0.10614597040104498,0.08063716005037912
2018-06-14,-0.04753607372917246,0.1217376106095835,0.07399643555271103
2018-06-21,-0.04785340450153741,0.12046415425714257,0.06658738112256922
2018-06-28,-0.05248687317966194,0.10186992818187321,0.06538709060950121
2018-07-05,-0.04116662386661485,0.14729837273983018,0.06607371807633408
2018-07-12,-0.031854496405275545,0.18466817391607404,0.05950064343239625
2018-07-19,-0.025141499274426493,0.2116075998547783,0.06007606981243501
2018-07-26,-0.044717202963811264,0.13304980972631722,0.07926158101391499
2018-08-02,-0.041783165128371214,0.14482417718522247,0.13106199260528276
2018-08-09,-0.052388867817611096,0.102263226159081,0.10624974478997745
2018-08-17,-0.0537953271236164,0.0966190696710923,0.10107536821833325
2018-08-27,-0.05368566467152047,0.0970591478431682,0.09738098036581584
2018-09-03,-0.04195763829874871,0.14412401197435473,0.1307628425800561
2018-09-10,-0.0343910285313338,0.17448900684372823,0.15616678595430178
2018-09-18,-0.011951248995283659,0.2645404052145505,0.17118859948837795
2018-09-26,0.11239464065884752,0.7635435806704118,0.354350074079528
2018-10-04,0.08206290327661414,0.6418215574259961,0.3447413589496406
2018-10-11,0.08454736726325585,0.6517917737482913,0.2932432993511664
2018-10-19,0.11296430978974004,0.765829677187677,0.3569556133308474
2018-10-26,0.11322354010241131,0.7668699749374231,0.47577454489906096
2018-11-02,0.07916182074962042,0.63017944044685,0.3042534481078547
2018-11-12,0.06749269245897449,0.5833509357971937,0.264771369751628
2018-11-19,0.09171184007321864,0.6805429829163849,0.29665802241753064
2018-11-27,0.0992815832990368,0.7109205524329602,0.39847471420258795
2018-12-04,0.1008350372043404,0.7171546019365421,0.4264535568778285
2018-12-11,0.11185191116760884,0.7613655936030874,0.3994198888807174
2018-12-18,0.10553677782183368,0.7360228050176804,0.40012133393695787
2018-12-26,0.10512817788724549,0.7343830832269747,0.39306798285458416
2019-01-02,0.10147990229062376,0.7197424617097206,0.3730362040214333
2019-01-09,0.10120662682641512,0.718645800414413,0.35705161778402794
2019-01-16,0.09847089170842038,0.7076672267367253,0.33161803088966624
2019-01-23,0.10242040927046303,0.7235167398204294,0.3522945690487559
2019-01-30,0.11644695254780957,0.7798056099675131,0.38613771519858126
2019-02-06,0.12677510545618198,0.8212527467583375,0.44960005914817414
2019-02-14,0.0797219777041056,0.6324273643614987,0.2927160145892984
2019-02-21,0.08414422335022409,0.6501739471090022,0.2822461893291711
2019-02-28,0.07345671505433815,0.607284708130601,0.24517744990624904
2019-03-08,0.07483193421953116,0.6128034971495855,0.2543001508890534
2019-03-15,0.0524772675465387,0.5230936588339935,0.20241452057071035
2019-03-25,0.054436699459208704,0.5309569082685468,0.2195025446032212
2019-04-02,0.0227922413137287,0.4039669036604613,0.13766092120044254
2019-04-09,0.047723485080772954,0.5040166105098256,0.1969279748487868
2019-04-16,0.05593478135035146,0.5369687484898237,0.21596197856889043
2019-04-25,0.06121426014004072,0.5581554293534583,0.23157915361373815
2019-05-06,0.11931081338938831,0.7912983553890665,0.4418304106624662
2019-05-13,0.14371609946534714,0.8892373808259846,0.5287697809791839
2019-05-20,0.14630795301001132,0.8996385541394041,0.5649868727514676
2019-05-27,0.14573108517082323,0.897323569025108,0.5535801048220018
2019-06-03,0.13952728067059372,0.8724275458905062,0.5131353092529011
2019-06-11,0.14620380335954064,0.8992205989785858,0.5645707197947258
2019-06-18,0.16070866524183314,0.9574289736900065,0.7012079200679379
2019-06-25,0.1614465578050065,0.9603901550623297,0.6904088917749004
2019-07-02,0.16218527446125364,0.9633546435408373,0.735617238507976
2019-07-09,0.16248099207594002,0.9645413657491644,0.780693648543947
2019-07-16,0.1623331167646458,0.9639479384142312,0.717447004657145
2019-07-23,0.16579121833164356,0.977825386778472,0.7867722506857692
2019-07-30,0.17131687857568756,0.999999999995987,0.8033082979893515
2019-08-06,0.17131687857568756,0.999999999995987,0.8025418068292562
2019-08-14,0.17131687857568756,0.999999999995987,0.8257369038395119
2019-08-22,0.17131687857568756,0.999999999995987,0.8959829046138393
2019-08-29,0.17131687857568756,0.999999999995987,0.8873436849408585
2019-09-06,0.17131687857568756,0.999999999995987,0.8726970432027537
2019-09-16,0.17131687857568756,0.999999999995987,0.8457971282315796
2019-09-23,0.17131687857568756,0.999999999995987,0.8828852774187291
2019-09-30,0.17131687857568756,0.999999999995987,0.934928158214223
2019-10-09,0.16322086400893132,0.9675104903822364,0.9473836720306079
2019-10-16,0.16440637819721315,0.9722679885685139,0.9558792119575177
2019-10-24,0.17131687857568756,0.999999999995987,0.917215938830458
2019-10-31,0.1632272490139106,0.9675361135674403,0.8179745955158418
2019-11-07,0.15410535836633343,0.9309297374985317,0.8053844111666792
2019-11-15,0.15811137874485315,0.9470059978026119,0.7983405011796324
2019-11-22,0.16383459116069465,0.9699733928428261,0.8366505644504422
2019-11-29,0.16531699214063988,0.9759223051739783,0.7820092229224885
2019-12-06,0.15724924332678936,0.9435462267359249,0.8453465607760987
2019-12-13,0.15865979869574542,0.9492068208273197,0.8962507407935048
2019-12-20,0.15644522216196366,0.9403196696257727,0.8601002065613536
2019-12-30,0.16347499402805055,0.9685303205259739,0.8876260895991914
2020-01-06,0.16442763187837972,0.9723532801243647,0.8970859072106371
2020-01-13,0.16698485063284108,0.9826154631555921,0.9099397063086212
2020-01-20,0.17131687857568756,0.999999999995987,0.923736701954014
2020-01-27,0.17131687857568756,0.999999999995987,0.9100598224101868
2020-02-03,0.17131687857568756,0.999999999995987,0.9287675340331157
2020-02-10,0.17131687857568756,0.999999999995987,0.9220984442966855
2020-02-17,0.17041829449708135,0.9963939595399188,0.9177260964425072
2020-02-25,0.17131687857568756,0.999999999995987,0.9233107220238924
2020-03-03,0.17131687857568756,0.999999999995987,0.9349219222446516
2020-03-11,0.17131687857568756,0.999999999995987,0.939013962682247
2020-03-18,0.15592700316924635,0.9382400438040688,0.9549359276762129
2020-03-25,0.17131687857568756,0.999999999995987,0.9334630598459811
2020-04-01,0.17131687857568756,0.999999999995987,0.9310274714266994
2020-04-13,0.17131687857568756,0.999999999995987,0.9276892278396327
2020-04-21,0.17131687857568756,0.999999999995987,0.9370608193248022
2020-04-28,0.17131687857568756,0.999999999995987,0.9307409092493107
2020-05-06,0.17131687857568756,0.999999999995987,0.9202166949646367
2020-05-13,0.17131687857568756,0.999999999995987,0.8970452954589692
2020-05-20,0.17131687857568756,0.999999999995987,0.8871612769088615
2020-05-28,0.17131687857568756,0.999999999995987,0.859247640809153
2020-06-04,0.17131687857568756,0.999999999995987,0.8681301526182166
2020-06-11,0.17131687857568756,0.999999999995987,0.8808961764640753
2020-06-18,0.17131687857568756,0.999999999995987,0.8635727100435943
2020-06-25,0.17131687857568756,0.999999999995987,0.8266721718990501
2020-07-02,0.17131687857568756,0.999999999995987,0.8201191426676322
2020-07-09,0.17131687857568756,0.999999999995987,0.8153814984694885
2020-07-16,0.17131687857568756,0.999999999995987,0.8153407063173763
2020-07-23,0.17131687857568756,0.999999999995987,0.8633274438049626
2020-07-30,0.17131687857568756,0.999999999995987,0.9014864566809726
2020-08-06,0.17131687857568756,0.999999999995987,0.8758014358125845
2020-08-13,0.17131687857568756,0.999999999995987,0.842133655076134
2020-08-20,0.17131687857568756,0.999999999995987,0.8322181986132441
2020-08-27,0.17131687857568756,0.999999999995987,0.8362142107261724
2020-09-03,0.17131687857568756,0.999999999995987,0.8290052962228558
2020-09-10,0.17131687857568756,0.999999999995987,0.8436455221813091
2020-09-17,0.17131687857568756,0.999999999995987,0.8458521697830008
2020-09-24,0.17131687857568756,0.999999999995987,0.8471230171341817
2020-10-01,0.16312123211036544,0.9671106650731782,0.8259775868282218
2020-10-09,0.15835293624326763,0.9479753741052727,0.822451016210787
2020-10-16,0.14458468580964734,0.8927230396215344,0.8252563771726087
2020-10-23,0.17041829449708135,0.9963939595399188,0.8299180864833715
2020-10-30,0.17131687857568756,0.999999999995987,0.8555391800380284
2020-11-06,0.17131687857568756,0.999999999995987,0.8746970756448393
2020-11-13,0.17131687857568756,0.999999999995987,0.8738639676978267
2020-11-20,0.17131687857568756,0.999999999995987,0.8612598882328052
2020-11-27,0.17131687857568756,0.999999999995987,0.8841030826161522
2020-12-07,0.16462875379772524,0.9731603874335515,0.8615590533719093
2020-12-14,0.143331241991561,0.8876929381262589,0.7324657315531784
2020-12-21,0.1362737047491499,0.8593708640741382,0.7929232643352602
2020-12-29,0.1322592914704589,0.8432609228510635,0.7781678295469556
