Date,bubble_prob
2014-12-31,0.19736860551260707
2015-01-08,0.15544851591240036
2015-01-15,0.09653138769934347
2015-01-23,0.07842411311071053
2015-01-30,0.07547624142994362
2015-02-06,0.07320253628721743
2015-02-13,0.07167874230254194
2015-02-23,0.07380528508893486
2015-03-02,0.07721931872514423
2015-03-09,0.08014237165210848
2015-03-16,0.08936067241737074
2015-03-23,0.07635741771674558
2015-03-30,0.10698218228563208
2015-04-07,0.12550024046428634
2015-04-14,0.09965177021042734
2015-04-21,0.10879780304994051
2015-04-28,0.09239337513547168
2015-05-05,0.07438619007816688
2015-05-12,0.07740174596505399
2015-05-19,0.06490543296026553
2015-05-27,0.07730112140201653
2015-06-03,0.06418328821069355
2015-06-10,0.06725809760839023
2015-06-17,0.08063870125069089
2015-06-24,0.078400712547413
2015-07-01,0.08338392873125917
2015-07-09,0.08447160192862972
2015-07-16,0.0792291160178082
2015-07-23,0.1168021572963169
2015-07-30,0.08467914400282313
2015-08-06,0.07788891390148187
2015-08-13,0.08226174349253748
2015-08-20,0.07410644428776833
2015-08-27,0.09066025365696567
2015-09-03,0.11988770657948546
2015-09-11,0.10318280679115474
2015-09-18,0.10223574208456072
2015-09-25,0.09474739139518112
2015-10-02,0.0824065456718288
2015-10-09,0.06257647356133389
2015-10-16,0.07099305257580266
2015-10-23,0.08300946706960698
2015-10-30,0.08613950806508226
2015-11-06,0.09058520252609455
2015-11-13,0.12599369537611108
2015-11-20,0.07507677064260668
2015-11-30,0.07568868390075323
2015-12-07,0.07778618739341092
2015-12-14,0.07737399657703277
2015-12-21,0.09310010274537521
2015-12-29,0.09339429254567863
2016-01-06,0.0907740467363379
2016-01-13,0.12021983563063858
2016-01-21,0.1413912766983161
2016-01-28,0.13365389755692877
2016-02-04,0.12859118898113434
2016-02-11,0.13686218741781592
2016-02-19,0.130057805571833
2016-02-26,0.11345764888302032
2016-03-04,0.13501587589172093
2016-03-11,0.14659730103679672
2016-03-18,0.14980128276397078
2016-03-28,0.13189573005278432
2016-04-04,0.1285923104320651
2016-04-11,0.15318313218576918
2016-04-18,0.1423080449820526
2016-04-25,0.13992630737449044
2016-05-02,0.14047091124986932
2016-05-09,0.148176600704335
2016-05-16,0.16022515864545525
2016-05-23,0.16409264466123666
2016-05-31,0.2002884476693549
2016-06-07,0.1958221360108781
2016-06-14,0.2098471748412678
2016-06-21,0.23070049750745772
2016-06-28,0.21810693916807983
2016-07-06,0.2488133496718146
2016-07-13,0.25130540074251034
2016-07-20,0.26031011271680554
2016-07-27,0.24382267626570123
2016-08-03,0.25717547402527696
2016-08-10,0.24778538257750485
2016-08-17,0.25924243964201704
2016-08-24,0.24383330805215178
2016-08-31,0.21301750344836207
2016-09-08,0.22680497481673623
2016-09-15,0.24684251124668127
2016-09-22,0.2141285073674761
2016-09-29,0.2108068956841988
2016-10-06,0.25927489080293
2016-10-13,0.2647055126553009
